ZIP,state_name,lat_avg,lng_avg,count_qualified,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_total,kw_total,yearly_sunlight_kwh_total,carbon_offset_metric_tons,existing_installs_count
85607,Arizona,31.34948345,-109.5423178,5770,88.40202237,27211,58222,39574,57925,175878,358810,89702.5,1.50E+08,64531.04155,19
85621,Arizona,31.36077176,-110.9376737,3246,93.51771824,12117,25168,21702,24533,340334,423854,105963.5,1.76E+08,75963.32956,12
85626,Arizona,31.36024477,-109.5681456,111,81.61764706,542,705,520,797,2894,5458,1364.5,2283304.35,983.2661445,0
85648,Arizona,31.47669313,-110.9923316,2259,94.91596639,13583,32085,25927,27635,80982,180212,45053,7.47E+07,32157.9743,8
85658,Arizona,32.45125139,-111.1023283,3454,99.39568345,14255,92561,73573,71890,45862,298141,74535.25,1.23E+08,52837.58391,186
85701,Arizona,32.21547126,-110.9696848,1907,85.66936208,5892,26771,12624,17673,118991,181951,45487.75,7.32E+07,31540.5395,95
85704,Arizona,32.33587066,-110.9849255,11749,96.14566285,39354,99170,66232,75872,799905,1080533,270133.25,4.39E+08,189132.2072,439
85705,Arizona,32.26824108,-110.9867068,15198,90.01421464,49310,115163,73717,106261,867785,1212236,303059,4.92E+08,211792.444,171
85706,Arizona,32.14853327,-110.9445124,12893,90.59162451,35967,89898,73436,99867,678165,977333,244333.25,3.95E+08,170279.1927,221
85707,Arizona,32.17325159,-110.8693541,737,94.9742268,16130,24609,17142,18682,105499,182062,45515.5,7.38E+07,31795.67973,50
85708,Arizona,32.18298757,-110.8654601,665,97.08029197,3070,12136,8860,10448,11795,46309,11577.25,1.88E+07,8103.160649,318
85709,Arizona,32.16453728,-110.9054581,32,94.11764706,101,725,645,1311,16059,18841,4710.25,7644090.761,3291.797543,0
85710,Arizona,32.21286584,-110.8236014,17101,98.59325454,43690,116738,68218,84539,1240986,1554171,388542.75,6.29E+08,271068.0598,397
85711,Arizona,32.21492887,-110.8838323,13476,97.44739316,75868,170135,54048,72842,737805,1110698,277674.5,4.49E+08,193161.4462,308
85712,Arizona,32.25166355,-110.8893275,10221,93.65035734,31968,74847,43120,55572,535426,740933,185233.25,2.99E+08,128651.3559,174
85713,Arizona,32.19396773,-110.9842944,13838,94.18090247,51330,121076,88646,110674,653478,1025204,256301,4.16E+08,179159.9175,214
85714,Arizona,32.17037018,-110.9640504,4977,90.97057211,14197,31182,17660,30614,368621,462274,115568.5,1.88E+08,80906.89191,67
85715,Arizona,32.24773117,-110.8260489,7265,97.67410594,17879,66653,46155,52526,424324,607537,151884.25,2.45E+08,105510.6387,226
85716,Arizona,32.2459526,-110.9244831,10785,89.49464775,47983,107639,48610,65024,435558,704814,176203.5,2.84E+08,122134.8917,235
85718,Arizona,32.31200746,-110.9190482,11410,97.50470005,55452,136342,81328,81572,756984,1111678,277919.5,4.54E+08,195468.1075,588
85719,Arizona,32.24651106,-110.9488423,12017,88.8043157,44987,103125,56978,80015,612624,897729,224432.25,3.63E+08,156234.764,237
85721,Arizona,32.23387666,-110.9498394,55,94.82758621,1019,1203,398,544,21900,25064,6266,1.01E+07,4329.549214,0
85723,Arizona,32.18045715,-110.9649297,40,90.90909091,169,1805,1016,1728,5578,10296,2574,4192933.218,1805.615304,16
85724,Arizona,32.24075711,-110.9481354,18,72,25,82,102,206,7198,7613,1903.25,3073786.151,1323.673674,0
85726,Arizona,32.20206543,-110.9464025,4,100,0,0,0,0,2723,2723,680.75,1125653.795,484.743642,0
85730,Arizona,32.17942651,-110.8105053,12783,98.13450023,48717,121848,78021,96249,557685,902520,225630,3.66E+08,157668.501,341
85735,Arizona,32.16690765,-111.1512625,196,95.6097561,406,4236,2209,2314,3817,12982,3245.5,5361698.994,2308.924387,12
85736,Arizona,32.0467553,-111.2787935,15,93.75,16,37,26,78,899,1056,264,425477.2049,183.2245144,0
85737,Arizona,32.40538669,-110.9813413,8156,98.7648341,32513,157298,118764,131525,228289,668389,167097.25,2.73E+08,117668.5728,436
85739,Arizona,32.51252539,-110.8967808,75,91.46341463,844,1769,633,815,5355,9416,2354,3842929.631,1654.892219,4
85741,Arizona,32.33658677,-111.0390526,11363,97.32762313,40816,138451,98175,123397,506270,907109,226777.25,3.67E+08,158162.797,332
85742,Arizona,32.37799427,-111.0502201,10041,97.72262774,26903,169101,122215,143481,190634,652334,163083.5,2.66E+08,114596.2486,392
85743,Arizona,32.34705548,-111.147176,2204,81.08903606,7541,14443,11007,12615,104433,150039,37509.75,6.14E+07,26421.63606,24
85745,Arizona,32.24883125,-111.0291558,12655,96.26502358,40208,143957,113559,130742,528806,957272,239318,3.89E+08,167403.092,516
85746,Arizona,32.13754889,-111.02508,12604,95.0456225,62977,175575,122207,159133,292220,812112,203028,3.30E+08,142001.9967,309
85747,Arizona,32.11617254,-110.7719027,8331,98.62673138,19824,154849,142318,162903,115487,595381,148845.25,2.43E+08,104624.5105,704
85748,Arizona,32.21597215,-110.7712772,7671,98.2328083,28285,112850,86007,105450,260406,592998,148249.5,2.42E+08,104099.8627,285
85749,Arizona,32.27236256,-110.7652651,8482,95.34622302,38121,103240,61016,62068,507609,772054,193013.5,3.15E+08,135555.1846,456
85750,Arizona,32.29529547,-110.8423886,10232,97.44761905,30917,129377,92566,94364,513317,860541,215135.25,3.50E+08,150751.7907,436
85755,Arizona,32.44991658,-110.9703407,7414,98.78747502,35078,169017,139876,142814,131615,618400,154600,2.54E+08,109361.2641,468
85756,Arizona,32.10607493,-110.9028455,7315,96.16143026,29716,87222,72555,100576,561929,851998,212999.5,3.46E+08,149100.1816,253
85757,Arizona,32.13276426,-111.100026,2273,96.39525021,9310,28141,14687,20337,69887,142362,35590.5,5.83E+07,25092.28634,24
85901,Arizona,34.25304111,-110.0516145,3935,64.82701812,8408,68083,47582,56433,110601,291107,72776.75,1.17E+08,50314.15205,23
85929,Arizona,34.15771959,-109.983316,1950,50.42668735,4644,33552,19263,23728,39920,121107,30276.75,4.83E+07,20812.63363,6
86001,Arizona,35.18157674,-111.6726053,8432,63.58015382,19891,179117,105602,110545,243495,658650,164662.5,2.61E+08,77944.00996,85
86004,Arizona,35.23509467,-111.5608448,6905,76.33208048,16653,135386,71669,86748,196325,506781,126695.25,2.01E+08,53674.75132,36
86005,Arizona,35.08451489,-111.6608575,55,18.27242525,0,683,310,486,112,1591,397.75,609769.323,262.5867774,0
86011,Arizona,35.18911286,-111.6539199,17,100,344,1341,2732,3155,7173,14745,3686.25,5796613.911,1541.368002,0
86040,Arizona,36.90885769,-111.4665246,2607,89.15868673,8730,43162,20249,29470,115954,217565,54391.25,8.68E+07,37390.70677,21
86301,Arizona,34.57486289,-112.4473919,10028,94.42561205,26889,204769,135244,165098,260185,792185,198046.25,3.21E+08,138433.4083,148
86303,Arizona,34.52211936,-112.4636475,4576,69.72421149,7729,85301,50888,58717,77278,279913,69978.25,1.12E+08,48363.283,60
86305,Arizona,34.6179907,-112.5140631,5215,86.21259712,11912,105372,74230,84622,112159,388295,97073.75,1.57E+08,67598.18546,77
86314,Arizona,34.6028582,-112.3288752,13469,97.00396111,29813,229368,215684,234241,265923,975029,243757.25,3.96E+08,170636.4165,134
86315,Arizona,34.66871472,-112.3187877,1754,98.37352776,2011,37888,25532,32339,22064,119834,29958.5,4.97E+07,21393.05799,35
86323,Arizona,34.76203677,-112.4644725,3547,86.11313426,9541,59253,40729,54550,73078,237151,59287.75,9.74E+07,41946.70825,52
86325,Arizona,34.72535947,-111.9215454,13,72.22222222,67,178,89,103,11,448,112,181836.934,78.30497979,0
86327,Arizona,34.54184294,-112.2372268,2145,92.65658747,5396,40742,23951,31537,42048,143674,35918.5,5.80E+07,24989.30477,22
86329,Arizona,34.50211152,-112.2386516,109,77.30496454,237,1343,1161,1291,2670,6702,1675.5,2695045.501,1160.575461,0
86336,Arizona,34.8821458,-111.7615884,7013,87.20467545,30684,102392,76674,89236,174861,473847,118461.75,1.91E+08,82368.10448,118
86351,Arizona,34.7831217,-111.7661943,1872,65.98519563,5235,23422,15998,21359,15283,81297,20324.25,3.31E+07,14246.17719,59
86403,Arizona,34.48687184,-114.3291167,8856,97.4579069,83885,158058,113859,121281,480673,957756,239439,3.77E+08,162485.9933,122
86404,Arizona,34.524364,-114.3279748,7532,95.97349643,76460,140624,103247,110758,292747,723836,180959,2.86E+08,123247.8672,117
86406,Arizona,34.47292925,-114.2826012,11481,98.64249506,137314,229217,208547,209727,247270,1032075,258018.75,4.07E+08,175331.1477,258
86434,Arizona,35.57299801,-113.4476676,1,100,0,0,0,0,334,334,83.5,129681.8013,55.84525986,0
87002,New Mexico,34.65616322,-106.7601783,5216,88.07835191,15099,60816,41326,43978,173893,335112,83778,1.40E+08,60122.2666,11
87004,New Mexico,35.30832257,-106.5549107,10,100,0,0,0,0,1182,1182,295.5,491895.0633,211.8262343,0
87008,New Mexico,35.13140839,-106.3659343,635,74.53051643,555,8987,5554,4102,8997,28195,7048.75,1.14E+07,4903.250808,9
87015,New Mexico,35.07623121,-106.2192246,1134,78.31491713,4004,14867,8227,9901,38925,75924,18981,3.09E+07,13299.85061,4
87022,New Mexico,34.90825241,-106.6944824,99,84.61538462,59,233,225,262,4143,4922,1230.5,2046665.673,881.3617268,0
87031,New Mexico,34.78693287,-106.7107479,7120,89.08908909,13253,89111,75070,68576,246386,492396,123099,2.05E+08,88076.91785,18
87035,New Mexico,34.9986422,-106.0491072,1179,77.66798419,3060,11545,7500,9748,53798,85651,21412.75,3.49E+07,15014.00521,3
87042,New Mexico,34.8291281,-106.6885173,1180,80.93278464,2855,12473,9206,8616,28645,61795,15448.75,2.53E+07,10881.22902,0
87047,New Mexico,35.17663567,-106.317734,223,71.93548387,187,1883,1623,1218,7182,12093,3023.25,4810716.604,2071.653201,1
87048,New Mexico,35.23521598,-106.6213856,4440,88.78224355,6573,33815,24636,16860,222953,304837,76209.25,1.24E+08,53368.19561,160
87059,New Mexico,35.04684092,-106.3163681,675,79.22535211,1479,8073,7339,6842,16999,40732,10183,1.65E+07,7114.092631,4
87060,New Mexico,34.7472587,-106.7249125,17,70.83333333,23,109,116,101,494,843,210.75,347746.6656,149.7511811,0
87068,New Mexico,34.85903382,-106.6969566,1349,82.55813953,2799,14320,10847,13013,37275,78254,19563.5,3.20E+07,13786.154,3
87101,New Mexico,35.0720117,-106.6467029,14,87.5,0,107,46,58,113,324,81,134627.4582,57.97502282,0
87102,New Mexico,35.08223392,-106.6486443,7801,86.5623613,7250,71601,48860,45358,588031,761100,190275,3.11E+08,133850.8969,39
87104,New Mexico,35.10325793,-106.6719511,4971,88.16956368,5548,42024,30654,29023,257132,364381,91095.25,1.49E+08,64053.57778,67
87105,New Mexico,35.03246691,-106.6855935,20879,88.68076792,43788,222428,164259,173281,706676,1310432,327608,5.38E+08,231849.3312,71
87106,New Mexico,35.07815633,-106.6171615,8840,94.95166488,8695,54629,40069,46631,718720,868744,217186,3.55E+08,152899.1963,150
87107,New Mexico,35.13478823,-106.6438831,14040,91.84875049,18596,113605,95518,85752,1134237,1447708,361927,5.93E+08,255351.1488,197
87108,New Mexico,35.07319134,-106.5786911,10764,97.07792208,14377,69900,44151,51275,722577,902280,225570,3.71E+08,159825.0624,140
87109,New Mexico,35.15423951,-106.5661688,12553,97.84862421,31552,173384,107861,123585,1036368,1472750,368187.5,6.08E+08,261950.7794,152
87110,New Mexico,35.10877719,-106.5794418,15460,98.34605598,25559,151071,124319,144795,878376,1324120,331030,5.41E+08,233119.3275,174
87111,New Mexico,35.13696364,-106.5191807,19412,97.39601626,42491,261491,182764,204484,842418,1533648,383412,6.33E+08,272448.1018,319
87112,New Mexico,35.10106717,-106.5187815,15961,98.54294005,37579,167969,122006,141930,718051,1187535,296883.75,4.88E+08,210248.7968,133
87113,New Mexico,35.17519668,-106.5906892,6198,95.78117756,9039,72427,62343,74925,460475,679209,169802.25,2.81E+08,120879.3066,63
87114,New Mexico,35.19912519,-106.6918988,21643,97.37694592,19921,345342,283301,268311,717822,1634697,408674.25,6.78E+08,292121.4684,209
87116,New Mexico,35.05471388,-106.5643911,1593,96.02169982,5368,34007,20330,23374,290185,373264,93316,1.55E+08,66538.85256,2
87120,New Mexico,35.13561244,-106.7105873,21382,98.63911058,17237,300716,222590,238019,608929,1387491,346872.75,5.79E+08,249238.547,208
87121,New Mexico,35.05082293,-106.7344089,21091,97.43601589,27543,318259,314549,332705,496876,1489932,372483,6.20E+08,267162.8361,52
87122,New Mexico,35.17880355,-106.5194662,3697,98.66559915,3331,50583,33254,40744,188026,315938,78984.5,1.31E+08,56437.64728,100
87123,New Mexico,35.06766892,-106.5114045,13785,96.94774597,25823,162253,133718,155728,614374,1091896,272974,4.51E+08,194427.5986,146
87124,New Mexico,35.24812643,-106.6842577,20329,98.756376,42154,334521,293234,318204,591713,1579826,394956.5,6.54E+08,281640.4785,201
87144,New Mexico,35.30863922,-106.6550725,2411,98.00813008,5925,41136,33017,29892,65225,175195,43798.75,7.32E+07,31506.40271,28
87401,New Mexico,36.73747157,-108.1846463,11196,92.33814433,26409,153817,97032,132471,545030,954759,238689.75,3.87E+08,103527.7741,14
87402,New Mexico,36.77251174,-108.1448833,2691,96.0385439,4399,42844,25157,31983,156357,260740,65185,1.06E+08,45085.1721,4
87501,New Mexico,35.69131451,-105.9393676,8343,91.100677,3258,16388,14435,11883,538879,584843,146210.75,2.37E+08,102208.2322,129
87505,New Mexico,35.65226836,-105.9464319,13010,93.50966722,9699,40399,28023,30480,964905,1073506,268376.5,4.38E+08,188762.1282,176
87506,New Mexico,35.81093646,-105.9991212,1866,94.24242424,891,4346,3888,3521,146567,159213,39803.25,6.54E+07,28148.13373,31
87507,New Mexico,35.6374177,-106.0287187,13848,91.45423326,22190,59424,44420,51077,873465,1050576,262644,4.31E+08,185462.7816,95
87508,New Mexico,35.56227861,-105.970815,3298,93.19016671,7619,20769,12124,13757,235715,289984,72496,1.20E+08,51479.36865,43
88001,New Mexico,32.30521676,-106.7609601,12040,94.84795967,58278,102033,80704,87629,661476,990120,247530,4.12E+08,177248.8146,114
88003,New Mexico,32.27820391,-106.7492493,174,87.87878788,1143,3464,2458,3193,67001,77259,19314.75,3.22E+07,13874.15019,10
88005,New Mexico,32.30171432,-106.7877454,10425,94.3780554,50259,107582,89723,100556,587328,935448,233862,3.90E+08,167799.878,139
88007,New Mexico,32.35039625,-106.8275191,5694,88.26538521,32080,64932,61389,70523,214864,443788,110947,1.84E+08,79378.33369,64
88008,New Mexico,31.8608319,-106.6448195,327,87.2,1468,3742,2471,3664,12605,23950,5987.5,9992377.543,4303.047266,2
88011,New Mexico,32.33199584,-106.723848,8018,98.45284872,22266,74930,58421,61928,505610,723155,180788.75,3.03E+08,130525.0975,210
88012,New Mexico,32.3861924,-106.7429701,5691,95.42253521,19424,63971,48152,58211,157248,347006,86751.5,1.46E+08,62699.59305,48
88032,New Mexico,32.38789482,-106.8156456,41,87.23404255,202,155,19,6,1677,2059,514.75,853376.2848,367.4919681,0
88046,New Mexico,32.27130264,-106.7970268,160,93.56725146,368,719,410,501,6269,8267,2066.75,3473321.717,1495.726863,0
88047,New Mexico,32.21215372,-106.7178997,21,80.76923077,26,257,45,72,1550,1950,487.5,819656.659,352.9711853,0
88063,New Mexico,31.80493398,-106.5830878,2769,92.88829252,20828,34189,23712,30748,93802,203279,50819.75,8.43E+07,36301.32347,6
89002,Nevada,35.99951442,-114.9628093,11053,98.22269617,7315,217070,137250,185951,97868,645454,161363.5,2.61E+08,112233.5766,539
89005,Nevada,35.97682474,-114.8350215,5631,91.29377432,17007,102043,86265,81719,135545,422579,105644.75,1.69E+08,72892.59565,117
89009,Nevada,36.03759569,-114.9765759,17,85,21,182,70,190,13974,14437,3609.25,5759131.453,2480.071909,0
89011,Nevada,36.07741156,-114.9851426,7950,96.88033146,4136,135761,96854,115304,221890,573945,143486.25,2.32E+08,99743.29094,132
89012,Nevada,36.01770789,-115.0509948,11058,98.78506343,6199,230278,183104,201978,79830,701389,175347.25,2.83E+08,121880.3334,584
89014,Nevada,36.06015829,-115.0621901,9434,97.21764221,5475,184597,131833,131269,351467,804641,201160.25,3.21E+08,138124.3339,314
89015,Nevada,36.03527878,-114.9674442,12717,93.64506627,16853,199250,113980,184057,243512,757652,189413,3.03E+08,130668.6468,358
89030,Nevada,36.2053399,-115.1200795,7023,95.56402232,18809,65208,28797,45170,254690,412674,103168.5,1.64E+08,70727.9937,27
89032,Nevada,36.22559402,-115.1731628,7935,98.96482913,8149,156152,103036,123818,173527,564682,141170.5,2.28E+08,98248.51333,119
89044,Nevada,35.93973624,-115.1023996,2,100,0,112,0,32,0,144,36,61782.6088,26.60562861,0
89052,Nevada,35.9811566,-115.1067238,12359,97.86981311,11814,296203,199094,234003,170780,911894,227973.5,3.69E+08,159116.5559,930
89074,Nevada,36.03859867,-115.0843777,15565,98.65627179,8211,317703,230741,244770,160361,961786,240446.5,3.85E+08,165872.2948,721
89101,Nevada,36.17285384,-115.1222445,7084,87.91263341,18248,72265,42503,49928,378759,561703,140425.75,2.21E+08,95288.23132,39
89102,Nevada,36.14599051,-115.1877094,7183,94.28983985,25785,120337,64957,91443,492174,794696,198674,3.14E+08,135426.6035,119
89103,Nevada,36.11292533,-115.2197969,9623,91.46468967,15927,156594,91952,124370,546652,935495,233873.75,3.72E+08,160130.5713,171
89104,Nevada,36.15134988,-115.1096227,10391,88.18637019,19606,134301,58387,86005,361770,660069,165017.25,2.62E+08,112960.1733,99
89106,Nevada,36.18500653,-115.1653516,6796,94.36267703,19844,85934,57811,88677,279783,532049,133012.25,2.11E+08,90863.56476,41
89107,Nevada,36.17037113,-115.2163569,9481,96.88330268,19570,131403,64197,97584,251712,564466,141116.5,2.24E+08,96616.10131,163
89108,Nevada,36.20491306,-115.2249938,16703,96.5435524,24976,291293,164257,230375,229241,940142,235035.5,3.76E+08,161850.4266,225
89109,Nevada,36.13044874,-115.1547047,1245,81.85404339,1671,17483,10306,9080,462385,500925,125231.25,1.95E+08,83799.36065,5
89110,Nevada,36.17436241,-115.061612,16978,95.60761347,16918,268764,169417,270067,211222,936388,234097,3.73E+08,160489.8218,280
89113,Nevada,36.06242181,-115.2613465,8012,96.95062924,5252,164057,111155,144379,163683,588526,147131.5,2.38E+08,102438.7999,233
89115,Nevada,36.22223753,-115.0796703,3528,92.04278633,6412,40387,30361,46203,92200,215563,53890.75,8.56E+07,36880.48326,13
89116,Nevada,36.15590279,-115.1155633,14,93.33333333,45,102,161,243,466,1017,254.25,396632.1808,170.8028959,0
89117,Nevada,36.14172078,-115.2855055,16123,98.95660713,8794,353202,276664,304350,174244,1117254,279313.5,4.47E+08,192656.0052,719
89118,Nevada,36.08262518,-115.2180926,5637,95.67209776,6228,114127,68488,93021,792504,1074368,268592,4.31E+08,185431.3528,161
89119,Nevada,36.08866659,-115.1361385,8234,89.2284352,18266,143247,76945,94500,914144,1247102,311775.5,4.94E+08,212651.6763,121
89120,Nevada,36.08699731,-115.091417,6933,93.99403471,8952,145355,86170,107555,256275,604307,151076.75,2.40E+08,103291.3399,232
89121,Nevada,36.12200809,-115.0898926,14713,90.50255275,24354,233699,124955,174728,469652,1027388,256847,4.06E+08,174968.2649,312
89122,Nevada,36.10863195,-115.043294,13999,96.40520625,25376,217129,147158,201045,155521,746229,186557.25,3.00E+08,129232.7191,97
89123,Nevada,36.03230339,-115.1451267,16571,98.32670741,10879,358829,222520,285021,169876,1047125,261781.25,4.21E+08,181488.8746,704
89128,Nevada,36.19604579,-115.2653259,10095,98.58398438,2802,188001,143933,155340,125704,615780,153945,2.47E+08,106405.1104,283
89129,Nevada,36.23066344,-115.2906602,14124,98.26758506,5222,273951,216822,238700,69436,804131,201032.75,3.25E+08,139815.7224,493
89130,Nevada,36.25570147,-115.2257473,1116,96.04130809,2901,24920,18955,25216,35669,107661,26915.25,4.30E+07,18496.99492,54
89134,Nevada,36.20360601,-115.3084165,11628,99.70845481,3224,273860,217799,151669,50789,697341,174335.25,2.85E+08,122731.9879,274
89135,Nevada,36.12623493,-115.3288583,11132,99.02152642,11789,243922,196137,211209,185011,848068,212017,3.43E+08,147748.8967,561
89138,Nevada,36.16898346,-115.3529144,2440,99.87720016,667,45788,49550,42650,2567,141222,35305.5,5.71E+07,24569.44162,163
89139,Nevada,36.03989833,-115.2212529,12890,97.79227676,4995,210000,146844,194079,167356,723274,180818.5,2.93E+08,126068.9097,258
89141,Nevada,35.99128659,-115.2063833,8768,99.11824553,5907,167541,132555,170211,21717,497931,124482.75,2.02E+08,86871.84773,194
89142,Nevada,36.14848579,-115.0442938,8295,96.96084161,5498,113988,76783,103785,67074,367128,91782,1.47E+08,63163.31003,72
89144,Nevada,36.18004128,-115.3262222,6303,99.73101266,6793,145268,130461,110787,63280,456589,114147.25,1.84E+08,79381.5571,427
89145,Nevada,36.16728151,-115.2713447,7428,98.51458886,3923,133718,106424,127922,94469,466456,116614,1.86E+08,80283.31604,201
89146,Nevada,36.14210892,-115.2244024,4991,96.61246612,14363,119184,67789,88749,196887,486972,121743,1.94E+08,83381.91269,190
89147,Nevada,36.11204357,-115.2767512,14620,98.01555377,4439,278505,190206,269587,125607,868344,217086,3.51E+08,151022.0685,332
89148,Nevada,36.06383367,-115.2970215,9002,97.83719161,1605,152776,87804,135744,104016,481945,120486.25,1.96E+08,84609.83976,111
89151,Nevada,36.14658323,-115.2304096,99,99,156,2961,1369,1620,9861,15967,3991.75,6370949.257,2743.54083,6
89152,Nevada,36.16846746,-115.1973327,93,96.875,222,908,569,844,10591,13134,3283.5,5226230.027,2250.586983,0
89153,Nevada,36.16263932,-115.1883463,63,90,258,691,668,890,8505,11012,2753,4368545.217,1881.239622,0
89154,Nevada,36.14487282,-115.1378522,3,60,0,0,0,0,505,505,126.25,197157.2491,84.90241267,0
89156,Nevada,36.2002842,-115.036544,6569,91.29951355,5427,85404,73218,101004,81529,346582,86645.5,1.38E+08,59326.95388,81
89158,Nevada,36.18923922,-115.189713,23,67.64705882,0,167,146,151,1151,1615,403.75,643728.4838,277.2107119,0
89166,Nevada,36.29767025,-115.3226629,11,47.82608696,0,0,6,21,698,725,181.25,286576.3944,123.4092452,0
89169,Nevada,36.13071654,-115.1322015,2844,90.02849003,8651,30410,14014,17755,183197,254027,63506.75,9.99E+07,43004.99432,39
89178,Nevada,36.01597307,-115.2834746,4317,98.51665906,993,79742,60315,84199,15600,240849,60212.25,9.84E+07,42357.53408,162
89183,Nevada,35.99802644,-115.1484857,9084,92.51451268,3831,168370,94972,142726,74820,484719,121179.75,1.97E+08,84623.4322,295
89191,Nevada,36.24395494,-115.0380153,2,66.66666667,0,0,0,0,917,917,229.25,368636.9873,158.7472424,0
89403,Nevada,39.27284012,-119.5547808,55,63.2183908,31,350,371,277,7222,8251,2062.75,3203981.184,851.965329,0
89410,Nevada,38.91040902,-119.697812,51,89.47368421,45,1472,1134,1371,2471,6493,1623.25,2565068.75,682.0731819,1
89423,Nevada,39.0148169,-119.7515836,4299,93.3753258,4989,108168,77473,79558,145955,416143,104035.75,1.65E+08,43964.6274,10
89431,Nevada,39.54609761,-119.7539766,9505,88.36928226,12780,165837,111645,117384,1084701,1492347,373086.75,5.70E+08,151540.8312,61
89433,Nevada,39.59779426,-119.773037,6252,93.38312173,15855,66038,67446,72341,97904,319584,79896,1.21E+08,32284.00099,22
89434,Nevada,39.5482524,-119.7060452,7224,97.13594191,7378,154838,110348,109956,382191,764711,191177.75,2.93E+08,77913.62756,56
89436,Nevada,39.60313009,-119.7039719,13167,98.70314843,10159,304139,242701,250271,140937,948207,237051.75,3.68E+08,97849.79171,47
89439,Nevada,39.51642615,-119.9801031,120,92.30769231,180,4086,2581,2536,1460,10843,2710.75,4151470.905,1103.910751,2
89441,Nevada,39.66151016,-119.7056641,4033,98.26998051,4025,117044,96992,90270,88263,396594,99148.5,1.54E+08,40919.65173,20
89501,Nevada,39.52476285,-119.8123764,621,84.375,603,8334,3707,5190,91549,109383,27345.75,4.05E+07,10780.02847,9
89502,Nevada,39.49826357,-119.7701616,10049,90.97410827,13727,177273,139703,136136,1007915,1474754,368688.5,5.61E+08,149117.9543,84
89503,Nevada,39.53859435,-119.8410015,7681,91.21244508,5965,138300,88013,92721,124859,449858,112464.5,1.71E+08,45455.18282,93
89506,Nevada,39.62705788,-119.8568538,11847,95.24077498,23431,206372,159676,164896,673632,1228007,307001.75,4.71E+08,125337.1038,39
89508,Nevada,39.68862352,-119.9612025,733,92.20125786,1074,18231,11525,12449,2648,45927,11481.75,1.76E+07,4673.984448,3
89509,Nevada,39.50012199,-119.8271983,10104,88.09835208,13062,209667,157293,143060,226218,749300,187325,2.81E+08,74591.27669,187
89510,Nevada,39.76242833,-119.6202747,48,100,0,396,350,534,17059,18339,4584.75,7000341.002,1861.449079,0
89511,Nevada,39.41507151,-119.7944499,8548,95.52972731,13366,218835,178687,171656,394126,976670,244167.5,3.73E+08,99155.11474,78
89512,Nevada,39.54960865,-119.7980275,5353,91.99175116,11109,109727,69049,74449,366496,630830,157707.5,2.42E+08,64236.16963,56
89519,Nevada,39.48528573,-119.8495342,3628,96.79829242,3605,95133,68696,62120,22343,251897,62974.25,9.56E+07,25424.76204,57
89521,Nevada,39.41576308,-119.72898,9469,97.2376258,8506,186352,162492,156435,367459,881244,220311,3.41E+08,90604.15122,21
89523,Nevada,39.5287936,-119.90121,10643,98.8024508,8510,248325,195113,184593,159888,796429,199107.25,3.07E+08,81733.63229,59
89557,Nevada,39.54413229,-119.8156557,36,94.73684211,127,1165,370,3363,18787,23812,5953,9121314.466,2425.433619,1
89595,Nevada,39.52506226,-119.7794925,12,80,0,262,118,106,9053,9539,2384.75,3459966.532,920.0339685,0
89701,Nevada,39.15051197,-119.745596,8280,90.23539669,16582,163982,115823,123497,316905,736789,184197.25,2.85E+08,75764.10486,22
89703,Nevada,39.17119915,-119.7834002,3101,83.65254923,4235,69056,49477,47492,64909,235169,58792.25,8.97E+07,23844.86122,19
89705,Nevada,39.07784371,-119.7936189,1957,95.13855129,1880,34606,30889,29011,38314,134700,33675,5.30E+07,14082.04415,4
89706,Nevada,39.19339814,-119.7331481,6340,87.25571153,13672,102334,69366,80027,356313,621712,155428,2.40E+08,63950.77239,16
89711,Nevada,39.15598526,-119.7620444,16,94.11764706,0,96,5,39,3361,3501,875.25,1363432.153,362.5479852,0
90001,California,33.97266895,-118.2490786,9817,75.26065624,4797,99758,42571,100191,248906,496223,124055.75,1.89E+08,51417.01876,17
90002,California,33.94978575,-118.2478859,8422,81.45855499,1591,87516,25223,59371,136354,310055,77513.75,1.18E+08,32253.40389,24
90003,California,33.96387489,-118.2734448,11686,81.05146345,3600,82155,48370,124071,178794,436990,109247.5,1.65E+08,45078.80442,39
90004,California,34.07677235,-118.3107251,6603,72.56043956,3755,81263,18635,41196,237491,382340,95585,1.47E+08,39989.51196,159
90005,California,34.05873726,-118.3116919,1735,78.11796488,1056,19955,9474,10728,116340,157553,39388.25,5.99E+07,16339.69573,24
90006,California,34.04795018,-118.294617,4506,83.3826795,2260,58879,12631,22298,200807,296875,74218.75,1.13E+08,30927.2842,30
90007,California,34.02957807,-118.2897733,4007,78.80039331,3405,50306,22581,31483,271497,379272,94818,1.44E+08,39202.27441,21
90008,California,34.01033093,-118.3374238,6105,90.74019025,7575,105412,54109,64819,142596,374511,93627.75,1.44E+08,39195.55185,139
90010,California,34.06241912,-118.3170001,305,72.61904762,662,4404,1739,2072,69357,78234,19558.5,2.91E+07,7921.897324,9
90011,California,34.00672012,-118.2583606,12824,74.96784754,4488,112299,84483,103953,311776,616999,154249.75,2.34E+08,63697.00856,47
90012,California,34.06484759,-118.2397647,1599,81.79028133,1845,22501,12217,15455,270305,322323,80580.75,1.21E+08,32923.59803,9
