2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
72562NRGYN555PO,110000452705,BARIUM COMPOUNDS,NO,NO,2300,0,1104700
64601CHLLC1301W,110005984970,CHLORINE,YES,NO,0,0,0
62953LCTRC2100P,110043786249,BARIUM COMPOUNDS,NO,NO,33.805,2508.96,391374.535
08014PGCRPRTE13,110000575182,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,5,0,4860
26574MRCNBRTE17,110007881998,NICKEL COMPOUNDS,YES,YES,1,3,3734
86032CHLLPOLDUS,110017206192,VANADIUM COMPOUNDS,NO,NO,0,0,8980
81006PBLCS2005L,110000467851,VANADIUM COMPOUNDS,NO,NO,4.5,0,89154.5
08014PGCRPRTE13,110000575182,AMMONIA,NO,NO,0.2,0,223.7
32653GNSVL10001,110000362615,HYDROGEN FLUORIDE,YES,NO,0,0,2200
96720HLLGN54HAL,110000486377,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,140000
47567NDNPLRRTE1,110037247912,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,4.5,0,85488.5
8271WBSNLC1246N,110039589585,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,25
47567NDNPLRRTE1,110037247912,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0.5,157,11526.5
47567NDNPLRRTE1,110037247912,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,22262
47567NDNPLRRTE1,110037247912,ARSENIC COMPOUNDS,YES,NO,0,1222,1316.4
58523TTRTL62401,110000428378,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,513
58523NTLPV294CO,110000428369,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,70,0,112
87416FRCRNCOUNT,110042068473,LEAD COMPOUNDS,YES,NO,1.34,3.32,39575.98
75840BGBRW11MIE,110000598988,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1,0.1,117
15024CHSWCPITTS,110056969641,BARIUM COMPOUNDS,NO,NO,0,0,63
62953LCTRC2100P,110043786249,HYDROGEN FLUORIDE,YES,NO,0,0,51007.9
53142PLSNT80009,110000417433,AMMONIA,NO,NO,640,650,32290
86032CHLLPOLDUS,110017206192,HYDROGEN FLUORIDE,YES,NO,0,0,8454
46392NRTHR2723E,110000493706,AMMONIA,NO,NO,1985,2949,7153
46392NRTHR2723E,110000493706,ARSENIC COMPOUNDS,YES,NO,0,196,39903
68410MHPBLRR3XX,110000606489,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,10,33136
23692YRKTW1600W,110000342371,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.4
82201LRMRV347GR,110000468075,NAPHTHALENE,YES,YES,746,0,830
58523NTLPV294CO,110000428369,TOLUENE,YES,NO,484,0,1790
47670PSNRGHWY64,110000592813,BARIUM COMPOUNDS,NO,NO,1,0,770531
42337STVPR13246,110000380882,NITRATE COMPOUNDS,NO,NO,0,140000,140000
41056SPRLCRTE8X,110012142127,NAPHTHALENE,YES,YES,0,0,25
41056SPRLCRTE8X,110012142127,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,33.7,150218.7
47670PSNRGHWY64,110000592813,SELENIUM COMPOUNDS,YES,NO,0,0,21500
68801PLTTG1035W,110000448249,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,9.69
37050STVCM815CU,110000493127,HYDROGEN FLUORIDE,YES,NO,0,0,25000
47620SGCBB8511W,110044891150,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,60000
65244THMSHRTE1B,110000444243,ZINC COMPOUNDS,NO,NO,2.92,267,29546.011
79371STHWS8MISW,110000600056,LEAD  and LEAD COMPOUNDS,YES,NO,2.14,0,49.05
23836CHSTR500CO,110000342530,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,41000
62526DMCRN4666F,110050297936,ETHYLBENZENE,YES,YES,82,0,260
96740HWNLC73424,110028014093,AMMONIA,NO,NO,0,0,13000
61607DDWRD7800S,110000438125,AMMONIA,NO,NO,7174.79,45.91,7220.7
62526DMCRN4666F,110050297936,ZINC COMPOUNDS,NO,NO,2,0,489
26739MTSTRHC76B,110007876637,HYDROGEN FLUORIDE,YES,NO,0,0,30000
75650HWPRK2400F,110000458282,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,1300
75650HWPRK2400F,110000458282,VANADIUM COMPOUNDS,NO,NO,5,0,132082
26739MTSTRHC76B,110007876637,BARIUM COMPOUNDS,NO,NO,0,0,320000
64735MNTRS400SA,110002127680,AMMONIA,NO,NO,396,0,396
37066STVGL1499S,110000493136,NAPHTHALENE,YES,YES,0,0,22
61607DDWRD7800S,110000438125,XYLENE (MIXED ISOMERS),YES,NO,5,0,18.163
47620SGCBB8511W,110044891150,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,6000
04096WFWYMCOUSI,110000581406,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.1542
32226STJHN11201,110000362134,ZINC COMPOUNDS,NO,NO,1,2252,11468
03801PBLCSGOSLI,110000602991,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.4
0218WBRNTR15PTT,110002011625,AMMONIA,NO,NO,250,0,1631
2428WVRGNC3425R,110055497779,ZINC COMPOUNDS,NO,NO,0,1.8,67000.8
17976STNCHHWY54,110006812716,HYDROGEN FLUORIDE,YES,NO,0,0,3999
79108STHWSNLAKE,110042010999,BARIUM COMPOUNDS,NO,NO,395.7,0,2533.2
58576GRTRV28753,110000494563,ETHYLENE GLYCOL,YES,NO,0,0,0
15944SWRDS595PL,110006623519,NICKEL COMPOUNDS,YES,YES,0,15,36
66040LCYGNRR1BO,110000747988,VANADIUM COMPOUNDS,NO,NO,2,0,29996
12550RSTNG992RA,110000324747,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
00804VRGNSKRUMB,110000580960,"BENZO(G,H,I)PERYLENE",YES,NO,0,0.0403,0.0404
78945LCRFY6549P,110000465620,VANADIUM COMPOUNDS,NO,NO,7.4,0,15858.08
58576GRTRV28753,110000494563,COBALT COMPOUNDS,YES,NO,0,6,43046
11232GWNSG29THS,110010433977,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,9.2
46360NRTHRWABAS,110000592154,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,40,0,279
2654WLNGVW1375F,110040576267,ARSENIC COMPOUNDS,YES,NO,0,0,100.4
41056SPRLCRTE8X,110012142127,MANGANESE COMPOUNDS,YES,NO,0,150064,470634
25213JHNMS1530W,110042086505,HYDROGEN FLUORIDE,YES,NO,0,0,17600
77481WPRSHYUJON,110000608254,AMMONIA,NO,NO,4564,0,58070
41056SPRLCRTE8X,110012142127,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,150000
42337STVPR13246,110000380882,BARIUM COMPOUNDS,NO,NO,34,4500,100004
25213JHNMS1530W,110042086505,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,4.9
18237NRTHSRTE30,110000584421,VANADIUM COMPOUNDS,NO,NO,1,0,8026
53901CLMBNW8385,110000420385,MERCURY COMPOUNDS,YES,NO,0,0,520.4
74735WSTRNHWY70,110000608236,LEAD COMPOUNDS,YES,NO,0,0,660.8
41045KNTCKUS42P,110000874224,AMMONIA,NO,NO,3541.5,1834.6,5376.14
15944CNMGHRTE20,110000538801,AMMONIA,NO,NO,0,1812,5322
37857STVJHOLDHW,110000607530,NAPHTHALENE,YES,YES,0,0,54
61327LLNVCRR1XX,110006166139,LEAD COMPOUNDS,YES,NO,0.045,0,2228.626
47250CLFTY1335C,110000402314,BARIUM  and BARIUM COMPOUNDS,NO,NO,5.7,0,411561.7
66044LWRNC1250N,110000445180,MANGANESE COMPOUNDS,YES,NO,23,195,22702
66044LWRNC1250N,110000445180,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
68501LNCLN8000S,110000565816,AMMONIA,NO,NO,976,0,976
24534CLVRPRTE92,110007008175,BARIUM COMPOUNDS,NO,NO,0,1030,185030
66044LWRNC1250N,110000445180,VANADIUM COMPOUNDS,NO,NO,3,0,16478
45144DYTNP745US,110070135391,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,9,26554
27052DKNRGPINEH,110000604141,LEAD  and LEAD COMPOUNDS,YES,NO,0.4,2.1,9558.7
84624NTRMN850BR,110000470053,HYDROGEN FLUORIDE,YES,NO,0,0,17000
15944CNMGHRTE20,110000538801,HYDROGEN FLUORIDE,YES,NO,0,0,10730
27052DKNRGPINEH,110000604141,AMMONIA,NO,NO,880,170,1050
51501CNCLB2115N,110056965280,XYLENE (MIXED ISOMERS),YES,NO,0,0,220
3976WTVCLD255LN,110016774864,AMMONIA,NO,NO,0,0,440000
7668WSNDYC2161R,110035106113,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,19387
11205BRKLYBROOK,110009461910,AMMONIA,NO,NO,250,0,26107
47250CLFTY1335C,110000402314,NICKEL  and NICKEL COMPOUNDS,YES,YES,6.8,687.6,68474.4
21502SWRRR11600,110000551055,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,15,0.91,165.91
47250CLFTY1335C,110000402314,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,932540
28704SHVLL200CP,110000587071,NAPHTHALENE,YES,YES,0,0,0
26366HRRSNRTE20,110000586125,BARIUM COMPOUNDS,NO,NO,0,1800,745500
6225WPRRST1739N,110044852068,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,343020
64120HWTHR8700H,110017410942,LEAD COMPOUNDS,YES,NO,0.3,0,18.2
6225WPRRST1739N,110044852068,MERCURY COMPOUNDS,YES,NO,0,0,1101
31046SCHRR10986,110007356066,MERCURY COMPOUNDS,YES,NO,0,0,267.4
31046SCHRR10986,110007356066,LEAD COMPOUNDS,YES,NO,0,0,11138.2
71447CLCCR275RO,110000450627,AMMONIA,NO,NO,0,24,134361
71447CLCCR275RO,110000450627,BARIUM COMPOUNDS,NO,NO,37,1939,149725
48054DTRTD4505K,110017414038,VANADIUM COMPOUNDS,NO,NO,0,68,54188
45144DYTNP14869,110000591841,ZINC COMPOUNDS,NO,NO,0,1210,25449
49634TSFLR700ME,110056958225,ZINC COMPOUNDS,NO,NO,0,20,3150
97818BRDMN73334,110000488838,AMMONIA,NO,NO,0,0,4728
23005DSWLL10098,110017409286,NAPHTHALENE,YES,YES,5,0,92052
06382MNTVL74LAT,110000316006,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
23005DSWLL10098,110017409286,AMMONIA,NO,NO,5,0,325711
64120HWTHR8700H,110017410942,VANADIUM COMPOUNDS,NO,NO,2,0,37
26366HRRSNRTE20,110000586125,SELENIUM COMPOUNDS,YES,NO,0,31,30595
96793MLGNRNKIHE,110010385528,NAPHTHALENE,YES,YES,0,0,350
48054DTRTD4505K,110017414038,MANGANESE COMPOUNDS,YES,NO,1,81,73262
45144DYTNP14869,110000591841,LEAD COMPOUNDS,YES,NO,0,11.5,10029
42519CPRPW1247S,110041007166,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,240
52151LNSNG2320P,110015649592,LEAD COMPOUNDS,YES,NO,0.9,3.9,477.8
53082DGWTR3739L,110000416871,COPPER COMPOUNDS,NO,NO,4,217,365
36548CHRLSCARSO,110056968278,HYDROGEN FLUORIDE,YES,NO,0,0,3000
07036CGNTCRAILR,110002047286,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,109384
7759WBLNCH2415T,110028042188,COPPER  and COPPER COMPOUNDS,NO,NO,0,0,32
54303PLLMP1530N,110000421534,LEAD COMPOUNDS,YES,NO,3.1,1.3,8.1
27573MYLCT10660,110057382666,NICKEL COMPOUNDS,YES,YES,2,96,20208
22547BRCHW10900,110000542743,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,0.13
7759WBLNCH2415T,110028042188,TETRACHLOROETHYLENE,YES,YES,4,0,4
7759WBLNCH2415T,110028042188,TOLUENE,YES,NO,0,0,2500
22547BRCHW10900,110000542743,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,809
84513PCFCR3MILE,110000600608,ZINC COMPOUNDS,NO,NO,16,0,48025
30170WNSLYGEORG,110046233919,MERCURY COMPOUNDS,YES,NO,0,12.3,157.3
82942JMBRD9MILE,110007899970,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,13120
38109STVLL2574P,110000374130,LEAD COMPOUNDS,YES,NO,0.1,0,991.1
47928PSCYG3300N,110000404349,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,3.3
47928PSCYG3300N,110000404349,THALLIUM COMPOUNDS,NO,NO,0,0,28103
40310KNTCKCURDS,110000872397,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,38488
61554NCRNC13082,110000438027,ZINC COMPOUNDS,NO,NO,2,416,1366
75846LMSTNFM39A,110000608245,VANADIUM COMPOUNDS,NO,NO,0,0,65277
48054DTRTD4505K,110017414038,ZINC COMPOUNDS,NO,NO,0,310,19410
80723PBLCS14940,110000600234,MANGANESE COMPOUNDS,YES,NO,2.4,0,67064.4
45202CGMMF10800,110000823379,LEAD COMPOUNDS,YES,NO,0.2,340,552.2
47928PSCYG3300N,110000404349,MERCURY COMPOUNDS,YES,NO,0,1.9,385.3
63869NWMDRSTJUD,110000606336,LEAD COMPOUNDS,YES,NO,0,1.48,10494.48
42452RDGRN9000H,110000591422,LEAD COMPOUNDS,YES,NO,0,0,44888
74053NRTHSJCTHW,110000750740,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,1
42452RDGRN9000H,110000591422,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,39200
17832FSTRWMARIO,110007026306,LEAD COMPOUNDS,YES,NO,0.05,0,13058.83
15774KYSTNRTE21,110000538525,COBALT COMPOUNDS,YES,NO,1,86,12806
47630SGCFB3711D,110000403723,HYDROGEN FLUORIDE,YES,NO,0,0,9100
59034HRDNGSUGAR,110038363623,ZINC COMPOUNDS,NO,NO,40.8,0,40.8
47630SGCFB3711D,110000403723,COPPER COMPOUNDS,NO,NO,0,50,12122
39735TRCTBRTE1B,110021170908,MERCURY COMPOUNDS,YES,NO,0,0,43
62644HVNPWSTRTE,110000595794,XYLENE (MIXED ISOMERS),YES,NO,5,0,16.11
02747DRTMT1ENER,110000311911,"1,2,4-TRIMETHYLBENZENE",NO,NO,5,0,5
42303LMRSM4301U,110056956940,ARSENIC COMPOUNDS,YES,NO,0,650,689
15774KYSTNRTE21,110000538525,SELENIUM COMPOUNDS,YES,NO,1,331,9538
39735TRCTBRTE1B,110021170908,BARIUM COMPOUNDS,NO,NO,0,0,12890
49855MRQTTEHAMP,110017426962,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,44
45620MRCNL7397N,110043788327,AMMONIA,NO,NO,250,7802,13352
84528PCFCR10MIL,110020101922,NICKEL COMPOUNDS,YES,YES,33,0,37130
15931CMBRC243RU,110000330641,MERCURY COMPOUNDS,YES,NO,0.04,0,2.23
15748MHMRC1750P,110000330339,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1,0,30.8
63028RSHSL100BI,110000440210,ZINC COMPOUNDS,NO,NO,0,7,3241
84528PCFCR10MIL,110020101922,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,11140
63028RSHSL100BI,110000440210,HYDROGEN FLUORIDE,YES,NO,0,0,89497
18067NRTHM1HORW,110006623396,BARIUM  and BARIUM COMPOUNDS,NO,NO,5,9,25
26134PLSNTNO1PO,110038775536,AMMONIA,NO,NO,3700,490,4190.44
15927CLVRP141IN,110001147786,ZINC COMPOUNDS,NO,NO,0,0,128
14012SSMRS7725L,110000326371,ARSENIC COMPOUNDS,YES,NO,0,18.96,1420.96
37716STVBL1265E,110043798487,NICKEL COMPOUNDS,YES,YES,9,370,19421
37716STVBL1265E,110043798487,VANADIUM COMPOUNDS,NO,NO,13,0,36048
37716STVBL1265E,110043798487,MANGANESE COMPOUNDS,YES,NO,37,1800,32877
54303PLLMP1530N,110000421534,MERCURY COMPOUNDS,YES,NO,0.1,0.1,1.9
27573MYLCT10660,110057382666,BARIUM COMPOUNDS,NO,NO,5,555,120750
66536JFFRY25905,110006011680,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,515,30,31969
66536JFFRY25905,110006011680,NICKEL COMPOUNDS,YES,YES,128,0,26397
62540KNCDG4MILE,110000602125,ZINC COMPOUNDS,NO,NO,0,0,774.277
40006LSVLL487CO,110000377814,AMMONIA,NO,NO,4305,8335.9,12668.82
32514GLFPW11999,110002526847,ARSENIC COMPOUNDS,YES,NO,0,51,49182
32514GLFPW11999,110002526847,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,100000
32514GLFPW11999,110002526847,VANADIUM COMPOUNDS,NO,NO,0,0,37082
7759WBLNCH2415T,110028042188,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
98531CNTRL913BI,110000490665,NITRATE COMPOUNDS,NO,NO,0,67361,67361
59323MNTNPWILLO,110041982520,THALLIUM COMPOUNDS,NO,NO,1,0,18391
33572TMPLC13031,110008319505,COPPER COMPOUNDS,NO,NO,0,1,63
55308NRTHR13999,110000424700,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,5,0,47891
36512LBMPWUSHWY,110000741270,VANADIUM COMPOUNDS,NO,NO,0,0,79240
21130PRRYM900CH,110000499559,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0
39475RDMRR304OL,110000377271,LEAD  and LEAD COMPOUNDS,YES,NO,0.06,0.06,459.97
49460JHCMP17000,110000411108,COPPER COMPOUNDS,NO,NO,6,3431,68264
34428FLRDP15760,110017431215,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,54.9
28024DKNRGDUKEP,110006424404,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,120000
55003SKNGG1103K,110000423612,BARIUM COMPOUNDS,NO,NO,5,143,797
2273WDMNNR1225L,110006363960,NAPHTHALENE,YES,YES,0,0,0
23860JMSRV912ER,110000740422,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0.5,111.24
47630SGCFB3711D,110000403723,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.8
27530HFLST1677O,110000496552,FORMALDEHYDE,YES,YES,0,0,7800
34428FLRDP15760,110017431215,THALLIUM COMPOUNDS,NO,NO,0,0,295
82718WYDKP48WYO,110007334982,MANGANESE COMPOUNDS,YES,NO,1,0,49
35580LBMPW460GO,110000367380,COBALT COMPOUNDS,YES,NO,0,65,23090
82716NLSMP13151,110000600341,ZINC (FUME OR DUST),NO,NO,9,0,65952
98531CNTRL913BI,110000490665,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,41
22580LDYSM863CE,110032891850,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.3
1094WVLLYN333US,110070557956,MERCURY COMPOUNDS,YES,NO,0,0,13
55308NRTHR13999,110000424700,AMMONIA,NO,NO,2680,0,24293
55308NRTHR13999,110000424700,MANGANESE COMPOUNDS,YES,NO,36,0,770733
74434MSKGG5501T,110000860854,VANADIUM COMPOUNDS,NO,NO,0,0,180.863
47528PSDWR15400,110040086803,CARBONYL SULFIDE,YES,NO,0,0,0
32177SMNLGUSHWY,110041142304,AMMONIA,NO,NO,27544,880,42220
22580LDYSM863CE,110032891850,NAPHTHALENE,YES,YES,0,0,0
29440WNYHG661ST,110000353457,BARIUM COMPOUNDS,NO,NO,9,1622,17706
58571LLNDL3901H,110000595099,LEAD  and LEAD COMPOUNDS,YES,NO,2,7,1243
58571LLNDL3901H,110000595099,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,11669
16374SCRBGRR1LI,110005981296,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.1,0,0.7
7785WKGRVS13MIL,110034504757,ZINC COMPOUNDS,NO,NO,1,0,130575
86040NVJGN5MIOF,110028287725,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,21,0,60048
15077FRSTNOFFRT,110056969721,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,48,268
86040NVJGN5MIOF,110028287725,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.3
54474WSTNP2501M,110043779783,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,1869
7656WSNDWG378CH,110069446576,LEAD  and LEAD COMPOUNDS,YES,NO,0.1,0,1956.3
27573CGNTR331AL,110000347045,ZINC COMPOUNDS,NO,NO,1492,4.49,22855.49
69165GRLDGSHWY2,110000606522,VANADIUM COMPOUNDS,NO,NO,0,0,18300
27573CGNTR331AL,110000347045,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,54000
46304NRTHR246BA,110000397730,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,95,0,19057
99701RRNRG1204F,110041255012,MANGANESE COMPOUNDS,YES,NO,4.1,0.0011,109.8011
60441WLLCN529ER,110000432933,HYDROGEN FLUORIDE,YES,NO,0,0,7968
62217LLNSP1901B,110011697075,XYLENE (MIXED ISOMERS),YES,NO,5,0,32.141
15077FRSTNOFFRT,110056969721,ARSENIC COMPOUNDS,YES,NO,0,0,171
77960CLTCRFMRD2,110000599692,COPPER COMPOUNDS,NO,NO,0,2,7308
11232NRRWS53RDS,110008054265,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,46.7
21226BRNDN1000B,110038162902,COPPER  and COPPER COMPOUNDS,NO,NO,0,7,16
7785WKGRVS13MIL,110034504757,THALLIUM  and THALLIUM COMPOUNDS,NO,NO,1,0,84062
7785WKGRVS13MIL,110034504757,BERYLLIUM  and BERYLLIUM COMPOUNDS,YES,YES,1,0,13142
62217LLNSP1901B,110011697075,VANADIUM COMPOUNDS,NO,NO,5,0,29633.21
29038STHCR405TE,110002232209,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,11948
15077FRSTNOFFRT,110056969721,BARIUM COMPOUNDS,NO,NO,5,1653,2120
07036LNDNGWOODA,110000869105,ETHYLBENZENE,YES,YES,0,0,820
30120BWNST317CO,110000356356,MERCURY COMPOUNDS,YES,NO,0,0,264.5
62217LLNSP1901B,110011697075,MERCURY COMPOUNDS,YES,NO,0.001,0.008,215.533
29038STHCR405TE,110002232209,BARIUM COMPOUNDS,NO,NO,30,400,85055
80817RYNXN14020,110000467646,ZINC COMPOUNDS,NO,NO,0.4,0,14422.4
11768NRTHPWATER,110000582398,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.04
26574MRCNBRTE17,110007881998,ZINC COMPOUNDS,NO,NO,2,0,3360
67851HLCMB2440H,110009570259,HYDROGEN FLUORIDE,YES,NO,0,0,445
53154KCRKP4801E,110000417709,VANADIUM COMPOUNDS,NO,NO,0,0,1500
47635RCKPR2791N,110000747924,MERCURY COMPOUNDS,YES,NO,0,0.1,668.1
52732DMCRN1251B,110000415630,BARIUM COMPOUNDS,NO,NO,0,0,1011
52732DMCRN1251B,110000415630,LEAD COMPOUNDS,YES,NO,0,0,25
28682DKNRG8320E,110000351397,AMMONIA,NO,NO,3800,0,4290
28682DKNRG8320E,110000351397,VANADIUM COMPOUNDS,NO,NO,33,97,262280
28682DKNRG8320E,110000351397,COPPER COMPOUNDS,NO,NO,17,620,131787
52732DMCRN1251B,110000415630,NICKEL COMPOUNDS,YES,YES,0,0,8
28682DKNRG8320E,110000351397,COBALT COMPOUNDS,YES,NO,7,0,56044
28682DKNRG8320E,110000351397,LEAD COMPOUNDS,YES,NO,8.8,0,68989.8
81626TRSTT2201R,110041086393,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1.43,0,5561.85
26041KMMRPRTE2X,110013725077,LEAD COMPOUNDS,YES,NO,250,18.1,33686.1
87416FRCRNCOUNT,110042068473,MANGANESE COMPOUNDS,YES,NO,15.3,106.1,95596.6
75840BGBRW11MIE,110000598988,AMMONIA,NO,NO,1,0,1
75840BGBRW11MIE,110000598988,BARIUM  and BARIUM COMPOUNDS,NO,NO,1,1,171991
81006PBLCS2005L,110000467851,AMMONIA,NO,NO,16000,0,16489
86032CHLLPOLDUS,110017206192,MERCURY COMPOUNDS,YES,NO,0,0,72.3
84078BNNZP12500,110015757670,COPPER COMPOUNDS,NO,NO,7.2,0,14019.2
8271WBSNLC1246N,110039589585,COPPER  and COPPER COMPOUNDS,NO,NO,10,0,90
8271WBSNLC1246N,110039589585,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,6080
44012FRSTN33570,110000385173,MERCURY COMPOUNDS,YES,NO,0,0,7.9
7183WJHNWT3711H,110028925581,LEAD COMPOUNDS,YES,NO,0,0.6,8067.6
76629TXSNWHWY6X,110015666144,ZINC COMPOUNDS,NO,NO,13.43,25.72,21769.06
77830GBBNS25MIL,110008138078,FLUORINE,NO,NO,0,0,8590
58523NTLPV294CO,110000428369,COBALT  and COBALT COMPOUNDS,YES,NO,15,0,22
58523NTLPV294CO,110000428369,ACETONITRILE,YES,NO,0,0,0
58523NTLPV294CO,110000428369,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,19641
08014PGCRPRTE13,110000575182,MERCURY COMPOUNDS,YES,NO,0.01,0,1.11
81626TRSTT2201R,110041086393,ZINC COMPOUNDS,NO,NO,3.51,0.83,996.76
7183WJHNWT3711H,110028925581,HYDROGEN FLUORIDE,YES,NO,0,0,1070
68410MHPBLRR3XX,110000606489,VANADIUM COMPOUNDS,NO,NO,1,0,102424
23692YRKTW1600W,110000342371,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,43300
43961FRSTNSTATE,110000591609,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,2061000
45153CNCNN1781U,110000392860,NICKEL COMPOUNDS,YES,YES,1,0,37161
23860HPRWL1114H,110000342610,LEAD  and LEAD COMPOUNDS,YES,NO,0,0,38.08
53154KCRKP4801E,110000417709,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,110000
